customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
641A-B,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),101.49973831420749,4373.287966261534,No
642A-B,Male,0,No,Yes,35,No,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),48.62449140301002,1698.0760340908698,No
643A-B,Female,0,No,No,58,No,No,No,Yes,Yes,Yes,No internet service,Yes,No,Two year,No,Electronic check,93.6228959308194,5423.851168714725,No
644A-B,Female,0,No,No,13,Yes,No,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.44759387182545,1477.024418695834,No
645A-B,Female,0,No,No,47,No,No,No,No internet service,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),79.87609387288606,3747.694436300513,No
646A-B,Male,1,Yes,No,16,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,65.27872408830358,1028.4757590864756,No
647A-B,Female,0,Yes,No,8,No,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,20.11600407838023,156.7859857554962,Yes
648A-B,Female,0,Yes,Yes,26,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.0280606890051,968.8952243694288,No
649A-B,Female,0,Yes,No,9,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),114.29960395186387,1033.415987667038,No
650A-B,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),70.5153485392209,4623.87812587789,No
651A-B,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.464381627125842,38.86784078076683,Yes
652A-B,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),45.20010271044039,2896.0690817852037,No
653A-B,Female,1,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Mailed check,92.27286974102472,4879.26360798755,No
654A-B,Female,0,Yes,No,12,Yes,Yes,No,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Electronic check,64.33353998503918,779.7672020730475,No
655A-B,Female,1,No,Yes,51,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,28.378480078507238,1442.9411418401594,No
656A-B,Male,0,No,Yes,49,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,103.96954243467373,5096.543779366861,No
657A-B,Female,0,No,Yes,46,Yes,No phone service,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),35.71336821760886,1644.217337233855,No
658A-B,Female,1,Yes,No,6,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,112.67777193390438,691.0397078236969,Yes
659A-B,Female,0,No,Yes,6,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,56.040899830060766,337.33588247724083,Yes
660A-B,Male,0,Yes,Yes,51,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,No,Mailed check,110.40389579932258,5639.616280762066,No
661A-B,Female,1,Yes,Yes,7,No,No,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,71.78354568952903,483.4987040087735,Yes
662A-B,Female,1,No,Yes,35,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),43.116454810986305,1495.7620626318876,No
663A-B,Female,1,Yes,Yes,41,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,98.9079930805729,4041.8641887617287,No
664A-B,Male,0,Yes,Yes,3,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,45.20397351065627,131.27984965244184,Yes
665A-B,Male,0,No,Yes,5,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),98.34733444256149,518.864221933683,Yes
666A-B,Male,0,Yes,No,38,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),71.91237698897694,2740.0200835752244,No
667A-B,Male,0,No,Yes,12,No,Yes,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),92.62964051277649,1119.712974535501,Yes
668A-B,Female,1,No,Yes,35,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Electronic check,52.826422937957936,1845.0584262210104,No
669A-B,Male,1,No,No,2,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,86.90213937726776,171.12570710922154,Yes
670A-B,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,57.17623154383302,112.68301494730186,No
671A-B,Male,0,Yes,Yes,56,No,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),42.584949038287924,2375.7040816250556,No
672A-B,Male,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.27368167406739,461.44397391679047,Yes
673A-B,Male,0,Yes,Yes,71,Yes,No phone service,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,71.30551953867729,5055.00065210393,No
674A-B,Female,0,No,Yes,27,No,No phone service,No,No,No,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),23.072321273666763,641.3403764394409,No
675A-B,Female,0,Yes,No,17,No,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),83.58844557448631,1420.6706173006173,No
676A-B,Female,0,Yes,Yes,35,No,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Two year,Yes,Electronic check,34.18867857468254,1208.50226884317,No
677A-B,Female,1,Yes,Yes,40,No,Yes,No,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),20.63943697957317,842.5736931981909,No
678A-B,Female,0,No,No,13,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,65.43388160162607,857.5934113140554,Yes
679A-B,Female,1,No,Yes,67,No,No,No,No,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,57.83633701766245,3868.9997168891277,No
680A-B,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),31.564634571039065,1758.882842891857,No
681A-B,Male,0,Yes,Yes,11,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),98.4122967806113,1076.2375788519535,Yes
682A-B,Female,0,Yes,Yes,59,No,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),52.017970096841864,3073.1815212647325,No
683A-B,Male,0,No,No,3,No,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,49.828847616186394,156.7175741411329,Yes
684A-B,Male,1,Yes,Yes,3,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.742063243700045,108.6346363270406,Yes
685A-B,Male,1,No,No,29,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,91.29454195034708,2662.806913100752,No
686A-B,Male,0,Yes,No,8,No,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),116.79299476106812,919.1591457747985,Yes
687A-B,Female,1,No,Yes,4,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,67.91054385854332,289.8102480741045,Yes
688A-B,Male,0,No,Yes,11,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,25.280695503861864,273.80750372826014,Yes
689A-B,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,109.71302781103998,2078.1472304287972,No
690A-B,Female,0,Yes,No,64,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),67.78458305605918,4355.670085860035,No
691A-B,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),101.7627147568528,2640.1254279351247,No
692A-B,Female,0,No,Yes,11,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,30.707414070266537,340.89643920952483,No
693A-B,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Electronic check,108.33066094770646,4102.903022586057,Yes
694A-B,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,18.280175887701517,316.2950611254078,Yes
695A-B,Female,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,53.2836449037259,280.96610604469566,Yes
696A-B,Male,1,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),110.27564987995986,4105.737056879526,No
697A-B,Female,1,No,No,57,No,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),69.59376342421623,3951.966636820543,No
698A-B,Male,1,No,No,9,No,No,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,40.7075925605413,357.9167691255734,Yes
699A-B,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,113.01677341604736,4747.458354428217,No
700A-B,Female,0,Yes,No,45,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,95.6889977225725,4292.409263198889,No
701A-B,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,40.273163046087305,873.0192141983346,No
702A-B,Male,0,Yes,No,58,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),104.26835693753685,6038.872889484213,No
703A-B,Male,1,No,No,15,No,No phone service,No,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.66678102704252,1013.8580920054662,No
704A-B,Female,1,Yes,No,43,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,23.384362315551773,1007.2566191232243,No
705A-B,Male,0,No,No,44,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,One year,No,Mailed check,68.23898146348697,3011.1959017669315,No
706A-B,Female,0,Yes,Yes,35,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),74.88363439105811,2620.5744165491874,No
707A-B,Female,0,No,Yes,43,No,No phone service,No,Yes,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),109.42173720519354,4685.457538613924,No
708A-B,Male,1,Yes,No,11,No,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.59276281801108,438.45151853686554,Yes
709A-B,Female,0,Yes,No,32,No,Yes,No,No,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,112.76966482956196,3612.634483584606,No
710A-B,Female,0,No,No,38,No,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,71.52175066758971,2723.7406178814804,No
711A-B,Male,0,No,Yes,6,No,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),68.8842364308826,407.8666224125204,No
712A-B,Male,0,Yes,No,30,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,33.139581033339866,972.596976898343,No
713A-B,Female,0,No,No,6,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),52.07505299134164,319.5795528366301,Yes
714A-B,Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,82.39731040432528,4708.958416979451,Yes
715A-B,Female,1,No,No,3,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,83.00026803783861,235.0717258553687,Yes
716A-B,Male,0,No,Yes,5,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,113.42349835034908,570.7486267574577,Yes
717A-B,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),21.114073590837105,322.3457937861179,No
718A-B,Male,0,No,Yes,1,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.61729286112669,72.20263148067896,Yes
719A-B,Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,103.71471021581884,3743.268013543464,No
720A-B,Male,0,Yes,Yes,44,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,58.464674424157586,2565.4840813233245,No
721A-B,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No,Yes,No,No,No,Two year,No,Credit card (automatic),61.303661746019195,4047.806864294374,No
722A-B,Male,0,No,No,3,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,72.40865576984126,229.89696553617418,Yes
723A-B,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,80.42614940273687,1311.0430588158138,No
724A-B,Female,0,Yes,No,58,Yes,No,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.17969295796316,5117.87719982554,No
725A-B,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,35.16118717816834,2075.386849489897,No
726A-B,Female,0,Yes,No,37,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,62.90268968632474,2330.835635457419,No
727A-B,Female,0,No,Yes,5,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,53.502430155456345,281.6574306537151,Yes
728A-B,Female,0,Yes,Yes,6,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,100.81409966649954,627.0672534737104,Yes
729A-B,Male,1,No,Yes,71,No,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,34.32593464764163,2433.6036133860007,No
730A-B,Female,0,No,No,2,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.8474305933517,185.81028253551312,Yes
731A-B,Female,0,No,No,57,No,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),99.2239486460537,5641.037207727026,No
732A-B,Male,0,No,No,53,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,113.41248297684534,6018.317478270893,No
733A-B,Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),101.92551606249624,5607.575876165714,Yes
734A-B,Female,0,No,Yes,31,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,41.94339465800776,1276.9012965868385,No
735A-B,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,66.89751978747347,2877.1850587185377,No
736A-B,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Two year,Yes,Mailed check,20.101405881341865,1346.0308461440736,No
737A-B,Female,0,No,No,4,Yes,No,No,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,99.02436676429099,392.50287876172473,No
738A-B,Male,0,Yes,No,35,No,Yes,No,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,105.94059965074126,3709.3327582999414,No
739A-B,Female,0,Yes,No,2,Yes,No phone service,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.446884877855,119.8686146900434,Yes
740A-B,Male,0,Yes,Yes,28,No,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),97.46592443737565,2720.0144476196533,No
741A-B,Male,0,No,Yes,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,69.50271171099811,770.0322996480023,Yes
742A-B,Female,0,Yes,No,64,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Two year,No,Bank transfer (automatic),34.28556869782271,2197.104144402325,No
743A-B,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,53.87890573549676,49.86777071860603,Yes
744A-B,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),72.40227518893066,1738.4101717447084,No
745A-B,Male,1,No,No,1,No,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,47.94579097672073,52.32570766115927,No
746A-B,Male,0,No,No,58,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),41.068725019546775,2379.754028060742,No
747A-B,Male,0,Yes,No,53,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,43.156847598767015,2289.1492468909682,No
748A-B,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.49175171907532,3286.81715407654,Yes
749A-B,Female,0,No,Yes,53,No,No phone service,DSL,No,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),113.96895321968297,6053.7628896934775,No
750A-B,Male,1,Yes,No,70,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,41.234535200458424,2889.4292936276543,No
751A-B,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,99.11306613912558,6815.71719275615,No
752A-B,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,37.77510889766464,334.24418159897596,Yes
753A-B,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,75.99234807404684,4333.687198859152,Yes
754A-B,Male,1,No,No,60,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),109.7793648567382,6587.914402857152,No
755A-B,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,29.559437470244035,690.370651641327,No
756A-B,Female,1,Yes,Yes,68,No,No,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,86.09512531077088,5838.4101191231175,No
757A-B,Female,0,No,No,40,No,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),93.31427815148628,3726.495417816562,No
758A-B,Female,1,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),22.626367304838542,17.741968280882386,Yes
759A-B,Male,0,No,Yes,30,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,65.33093040080355,1963.2617164102448,Yes
760A-B,Male,0,No,No,6,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),99.0395343391913,619.014977668258,Yes
761A-B,Male,0,No,No,22,No,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,No,Mailed check,42.52170866943719,921.60405485741,No
762A-B,Male,0,Yes,No,15,No,No,No,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,71.3954259345625,1057.924306771812,Yes
763A-B,Female,0,Yes,No,4,No,Yes,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),89.33058200662559,357.5190376767108,Yes
764A-B,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.29169039577142,908.5612539005182,No
765A-B,Female,0,Yes,No,9,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),81.79053908295052,755.3827495404188,Yes
766A-B,Female,0,No,Yes,2,Yes,No,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,111.4318028274348,233.02240591245106,Yes
767A-B,Male,0,No,No,39,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,50.943570241901746,1997.3729383742025,Yes
768A-B,Female,1,Yes,No,8,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,33.80875156135147,267.20057598933346,Yes
769A-B,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),92.6188812042375,648.5047157949648,Yes
770A-B,Female,0,No,No,11,No,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),93.35315867260125,1026.6360079109343,Yes
771A-B,Female,0,Yes,No,14,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,One year,No,Mailed check,23.12766341366897,324.6924996441095,No
772A-B,Male,0,No,Yes,43,No,No,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),94.09705804799982,4039.919408379473,No
773A-B,Female,0,Yes,No,7,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),22.88375254711387,156.53195423765686,Yes
774A-B,Male,0,No,No,41,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),52.50261911960956,2147.913914013305,No
775A-B,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.17535957182272,1172.601543858671,Yes
776A-B,Male,0,Yes,No,20,No,Yes,No,No,No internet service,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),63.93448900911985,1263.8879584758101,No
777A-B,Female,1,No,No,39,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),116.82747908552474,4559.553130252761,No
778A-B,Male,0,Yes,Yes,36,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.42791699870115,1276.6383700879544,No
779A-B,Female,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),38.97357249227435,1325.8765323748894,No
780A-B,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,18.26594373757932,282.28326594647433,Yes
781A-B,Female,1,No,No,56,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,63.28379905766207,3537.217452473248,No
782A-B,Male,0,No,No,5,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.90737271255888,581.2971143157143,Yes
783A-B,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,113.87140747537075,476.49927466062013,Yes
784A-B,Male,0,Yes,No,55,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.36219249405902,1779.6222760107494,No
785A-B,Male,1,Yes,Yes,9,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,58.90149268722502,542.0685782682554,No
786A-B,Female,1,No,Yes,71,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,104.28041154497464,7398.7798950827555,No
787A-B,Female,0,No,Yes,52,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Two year,Yes,Mailed check,35.609162097641466,1875.5378024052156,No
788A-B,Female,1,No,No,49,No,No phone service,No,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),44.63913193345209,2172.2726485494336,No
789A-B,Male,0,Yes,No,12,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,104.2277903708399,1253.085370346639,No
790A-B,Female,0,Yes,Yes,61,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),105.52245483142976,6428.42622477348,No
791A-B,Male,0,No,No,58,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,No,Two year,Yes,Electronic check,24.61875672366844,1417.4312503370825,No
792A-B,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,72.55612017914211,940.1076349503287,Yes
793A-B,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,106.516482547237,212.07389956536034,No
794A-B,Male,0,No,No,11,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.0111843215694,847.438376625818,Yes
795A-B,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,64.89531472245838,656.5702657768637,Yes
796A-B,Female,0,No,No,22,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),28.501803762752118,627.8190745001912,No
797A-B,Female,0,No,No,39,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),21.359454969467393,842.4453768799917,No
798A-B,Female,0,No,No,25,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),24.612571260050824,608.1216690636957,No
799A-B,Female,1,Yes,No,17,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),102.74160526192249,1741.3783343181808,Yes
800A-B,Female,0,Yes,Yes,34,No,No phone service,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,59.59293739399454,2028.2817036012686,No
